PG.ProteinGroups	[1] 2408_UE_34-ORS-A1.raw.PG.Quantity	[2] 2408_UE_35-ORS-B1.raw.PG.Quantity	[3] 2408_UE_36-ORS-C1.raw.PG.Quantity	[4] 2408_UE_37-ORS-D1.raw.PG.Quantity	[5] 2408_UE_39-ORS-A2.raw.PG.Quantity	[6] 2408_UE_40-ORS-B2.raw.PG.Quantity	[7] 2408_UE_41-ORS-C2.raw.PG.Quantity	[8] 2408_UE_42-ORS-D2.raw.PG.Quantity	[9] 2408_UE_44-ORS-A3.raw.PG.Quantity	[10] 2408_UE_45-ORS-B3.raw.PG.Quantity	[11] 2408_UE_47-ORS-C3.raw.PG.Quantity	[12] 2408_UE_49-ORS-D3.raw.PG.Quantity
P20618	31532.943359375	18734.57421875	23352.71484375	26009.626953125	27133.40234375	16738.107421875	23448.912109375	27826.89453125	28589.314453125	19118.67578125	11316.513671875	8983.40234375
P20700	610038	29134.01953125	73023.390625	173675.59375	129742.546875	25624.822265625	59935.109375	227339.234375	824927.4375	31825.986328125	159408.171875	100787.734375
P21281	74403.8515625	8462.4794921875	9546.1572265625	1538.1729736328125	73604.4921875	4707.03564453125	4088.5654296875	11596.515625	47316.53125	51.96512222290039	6276.375	427.7439880371094
P21283	5961.1416015625	NaN	483.19842529296875	NaN	5542.0068359375	NaN	NaN	NaN	4491.634765625	NaN	252.73193359375	6685.0302734375
P21333	171648.078125	93211.921875	91211.09375	76607.3984375	177324.40625	85882.1640625	108894.109375	91255.1953125	166779.640625	85499.921875	193935.46875	78663.9375
P21359	64726.3984375	37370.6171875	49686.03125	38970.38671875	68479.8984375	44736.3671875	35691.57421875	34192.21875	58016.3515625	25281.552734375	34959.01953125	29859.314453125
P21796	181998.4375	108198.984375	91780.765625	72934.828125	154012.484375	67837.875	87006.9921875	131834.5625	192822.453125	90479.4140625	118025.234375	72857.390625
P22087	219267.453125	265374.96875	240638.234375	385786.21875	152727.578125	216732.859375	182651.203125	330518.65625	141623.140625	261457.34375	280904.3125	282773.8125
P22102	25894.572265625	18382.236328125	13875.96484375	15398.9189453125	21640.390625	12288.333984375	8964.5546875	11991.142578125	22072.189453125	10115.416015625	17376.443359375	12358.7314453125
P22234	50044.4453125	26258.84375	28889.216796875	32098.1796875	57442.31640625	30403.52734375	33905.2578125	22798.51953125	56242.953125	28475.6328125	43366.19921875	23027.61328125
P22307	842270.5	30323.9765625	88268.1640625	47294.296875	733125.5	16558.642578125	83964.3671875	57967.12109375	843457.1875	7939.07275390625	41244.07421875	73785.71875
P22314	98484.7578125	58383.27734375	69885.359375	48663.2421875	100844.96875	66230.2890625	77425.515625	61961.79296875	83430.0859375	55623.6484375	119657.3828125	50221.25
P22570	36108.4140625	25502.474609375	21011.9375	NaN	15790.4130859375	9956.615234375	825.1508178710938	20684.20703125	16957.03125	4.272123336791992	13469.0458984375	4041.683349609375
P22626	264090.875	396184.875	249838.8125	468402.3125	136428.453125	208059.359375	190599.515625	1300251.25	123099.46875	321935.65625	566613.375	296582.53125
P22695	696.79638671875	NaN	6451.77685546875	NaN	287.5119323730469	5472.9111328125	8929.958984375	4109.87109375	3262.599609375	8864.921875	4689.24658203125	NaN
P22748	340660.03125	24121.548828125	27538.951171875	47619.24609375	253360.71875	7127.3505859375	13067.3876953125	35516.203125	289762.53125	7595.5859375	8338.7197265625	50691.390625
P23246	366002.34375	333298.5625	174753.859375	375416.4375	335947.6875	262650.78125	233191.0625	304533.6875	377651.8125	368856.9375	156756.1875	343319.1875
P23258;Q9NRH3	34777.68359375	16472.279296875	23825.755859375	NaN	18618.63671875	11993.0634765625	1497.8399658203125	10376.365234375	10621.921875	2141.001220703125	13220.23046875	19727.73828125
P23378	20688.103515625	12319.6220703125	14992.716796875	9587.9384765625	20015.708984375	13527.08984375	6130.8935546875	NaN	10354.0546875	6458.45703125	11592.1953125	NaN
P23396	204602.9375	362504.9375	210762.3125	231689.328125	192629.71875	248128.78125	185306.84375	266412.625	184385	278535.1875	203055.90625	244719.78125
P23526	66504.0546875	49567.640625	46996.68359375	15665.1416015625	65091.015625	54687.41796875	31610.6875	14478.84375	47701.296875	46742.09765625	56221.4375	20656.283203125
P23528	78450.5546875	54948.85546875	38372.37109375	31989.720703125	38720.42578125	25723.6015625	31146.548828125	28989.33984375	35145.15625	36642.859375	31236.501953125	20874.8515625
P24928	8623.0009765625	15817.185546875	11069.9833984375	10078.703125	11878.5244140625	14276.1826171875	10716.8359375	18316.9765625	6498.39501953125	8172.435546875	20130.365234375	13054.748046875
P25311	50621.3671875	38079.97265625	24551.736328125	39847.88671875	98.70347595214844	14614.2509765625	NaN	3877.35009765625	25.502811431884766	NaN	2496.96533203125	279247.4375
P25398	58332.6171875	86452.65625	67426.0859375	54367.3125	53091.32421875	66853.3046875	49131.5078125	92696.1875	30175.654296875	33681.59765625	45560.23828125	77707.8828125
P26038	38603.68359375	21263.005859375	28025.525390625	20264.818359375	56417.703125	22917.98046875	27640.5859375	35628.421875	42065.8515625	23334.787109375	64850.859375	17183.875
P26196	38228.734375	86740.0546875	68291.109375	58595.45703125	21544.837890625	68997.9375	74707	60106.61328125	26437.03125	101485.4609375	43063.2734375	57925.62109375
P26368	15267.9794921875	39446.71484375	18733.091796875	36965.3203125	13978.9541015625	27865.33984375	12946.10546875	29569.880859375	16358.6298828125	22846.146484375	20583.6875	NaN
P26641	121871.7421875	102948.9921875	68300.8984375	49758.2890625	102574.0390625	79128.1171875	62894.6796875	56587.78515625	79075.1953125	82133.6484375	121499.1171875	51726.5234375
P27105	757099.25	85640.640625	127948.2578125	235821.015625	909448.3125	104821.8046875	122433.2578125	230445.703125	767335.3125	103274.2890625	116872.421875	190085.828125
P27348	63285.83984375	47237.23828125	41186.78125	39033.75	74132.6953125	43101.05859375	30005.201171875	19.639904022216797	53301.59765625	32712.39453125	57760.359375	10521.6962890625
P27449	90141.734375	NaN	104944.1015625	NaN	308707.125	54059.33203125	41084.28515625	79814.5078125	230251.734375	30668.02734375	80966.7109375	60079.78515625
P27635	187962.078125	305200.375	189248.609375	301291.9375	138896	237540.6875	241554.65625	273674.21875	199883	327798.03125	183048.890625	335905.15625
P27708	60078.84375	54648.43359375	54075.765625	31015.373046875	52470.390625	52679.953125	56639.26171875	37465.9140625	50818.78125	47503.953125	67437.078125	34057.95703125
P27797	52699.29296875	26604.9921875	28189.470703125	26758.3046875	32337.861328125	30972.1953125	35540.15234375	48821.2890625	54472.66796875	25411.734375	68238.8984375	10440.5947265625
P28066	47493.01171875	18941.853515625	11628.078125	4066.225341796875	24412.55859375	6037.58349609375	9476.5	NaN	18936.9609375	4519.04052734375	8703.2119140625	NaN
P28070	5957.14306640625	9643.439453125	6853.29443359375	9835.421875	6600.09765625	1788.4237060546875	2606.7568359375	10997.1328125	5903.4609375	409.2215881347656	1282.2325439453125	4625.6435546875
P28072	55344.91015625	15680.021484375	13761.3984375	77230.2734375	53530.78515625	5698.23046875	5797.724609375	25212.861328125	67155.0234375	10029.4677734375	14785.3544921875	NaN
P28074	311730.59375	129413.765625	130699.7890625	13.573885917663574	64173.30078125	25857.275390625	10486.8076171875	263.3936462402344	399.76568603515625	550.4692993164062	7579.69384765625	NaN
P28288	59680.5546875	19158.869140625	21918.33203125	11524.9189453125	57402.22265625	17680.609375	5493.05810546875	194.22682189941406	22204.28125	8609.5263671875	9529.0068359375	4441.59521484375
P29218	125563.2890625	19750.609375	43252.41015625	960276.8125	151204.359375	83763.4765625	106274.5078125	777976.5	535311.625	NaN	45177.5234375	NaN
P29323;Q15375	57686.9296875	11513.96875	14234.673828125	9166.1767578125	117871.65625	83138.875	NaN	NaN	48322.69921875	NaN	58258.28515625	NaN
P29401	100103.0625	91097.4296875	86348	59954.38671875	100779.46875	89632.109375	103826.7421875	93614.3828125	95273.3046875	108383.7890625	123915.7265625	53331.5078125
P29508	7915.04052734375	6464.80908203125	4411.5849609375	43923.2265625	43324.7109375	15920.13671875	1939.531494140625	23212.34765625	NaN	NaN	2525.729736328125	31962.177734375
P30041	15270.6171875	26020.142578125	19829.87109375	14049.6484375	17983.12890625	19743.310546875	16288.185546875	483.26043701171875	11050.7099609375	13588.8056640625	14711.427734375	2.701514482498169
P30044	158166.96875	8988.7275390625	37793.75390625	27958.255859375	154850.0625	9678.2216796875	30793.59375	16310.37890625	214940.671875	6364.29638671875	16400.625	31101.591796875
P30048	121281.7265625	241000.828125	150080.15625	157396.90625	131254.046875	192637.890625	150463.859375	120587.4453125	130181.421875	225816.796875	110441.2109375	98757.0078125
P30050	137206.796875	401008.46875	239099.59375	287223.1875	136609.734375	323392.5	237794.609375	201656.125	189938.125	404087.59375	180632.609375	296546.0625
P30101	45126.72265625	37385.24609375	22672.318359375	11145.052734375	39880.17578125	16892.390625	25131.951171875	29167.244140625	28720.474609375	22046.91015625	52817.28125	14716.5185546875
P30153	9424.478515625	6382.498046875	17141.068359375	NaN	16111.130859375	16843.453125	19877.033203125	14713.056640625	11200.072265625	11407.5888671875	19096.212890625	NaN
P30419	16111.412109375	8756.0947265625	6685.162109375	NaN	15717.001953125	NaN	NaN	NaN	NaN	NaN	6514.02392578125	NaN
P30622	30381.3984375	53424.65625	19904.765625	48611.28125	20261.46875	26355.15625	10127.9365234375	5917.1474609375	22507.416015625	9148.2109375	19410.978515625	1.2543468475341797
P30837	1765.9293212890625	7331.919921875	12498.16015625	NaN	13251.390625	6196.6220703125	26323.10546875	72497.140625	7949.5576171875	NaN	5507.56005859375	NaN
P30876	13242.669921875	19043.998046875	17718.7578125	36186.4453125	12679.607421875	16410.40234375	13666.4814453125	37517.23046875	8915.1171875	14438.974609375	33128.56640625	15404.08203125
P31483	73515.3203125	44505.1796875	44377.85546875	31331.447265625	69194.8046875	47497.44140625	39141.78515625	49379.71875	73286.9375	49087.90625	24793.62890625	36775.92578125
P31939	33131.015625	19232.75390625	18050.630859375	17417.322265625	40878.796875	19014.408203125	27918.7578125	23425.806640625	26216.158203125	19114.455078125	39584.9609375	9141.2587890625
P31942	140342.515625	352866.90625	259342.296875	361727.5625	156377.921875	245504.3125	264193.1875	909088.6875	127407.4453125	214498.984375	366531.5625	340552
P31943	821507.4375	1620239	1108913.5	1306347	747790.625	1264678.125	1170859.625	1364638	797924.25	1538452.875	968891.5	1383243
P32969	63283.9765625	119637.1171875	67062.9140625	65903.2421875	46746.83984375	64897.390625	45273.984375	65978.1171875	50766.30859375	81301.21875	79668.5	48286.8671875
P33897	23106.740234375	758.026123046875	367.45037841796875	NaN	8673.8330078125	NaN	1.5435161590576172	NaN	5781.2041015625	NaN	787.1314697265625	NaN
P33991	6617.8828125	20108.08203125	20390.75	1738.5101318359375	24682.294921875	4700.20751953125	3442.59033203125	50.93271255493164	4280.5537109375	2424.756103515625	19193.8359375	5696.62255859375
P33992	18031.55859375	18892.859375	23083.80859375	8992.87109375	19022.724609375	19074.0703125	19974.841796875	16823.396484375	11317.0849609375	16936.796875	36006.96484375	12175.720703125
P33993	32264.216796875	27877.46875	27113.873046875	17908.896484375	26845.591796875	26685.3359375	19158.73046875	17210.6171875	16285.23046875	20898.388671875	41886.9921875	21446.41015625
P34897	98610.390625	79968.578125	69092.4453125	52429.0234375	99461.796875	57798.66015625	40746.60546875	41155.20703125	91175.4921875	39645.93359375	64617.51953125	44094.296875
P34932	42713.890625	33568.8515625	25776.73046875	28918.97265625	43840.52734375	26418.359375	28412.25	34608.9140625	34969.46875	30019.46875	54847.19140625	12949.3681640625
P35030	13168.125	NaN	NaN	1.4149553775787354	18139.931640625	NaN	1.2007986307144165	1.0806437730789185	6015.0234375	1.9237806797027588	0.9520852565765381	6822.6884765625
P35221	23591.283203125	8008.4326171875	12086.8466796875	165663.921875	6492.8935546875	4325.90087890625	11065.8603515625	39008	4155.92333984375	8881.87890625	15810.7451171875	8646.6337890625
P35222	78296.359375	66380.6328125	71749.828125	72178.65625	81530.0625	51649.25390625	72663.1015625	45003.0546875	66879.7890625	31252.21875	71965.7421875	111631.046875
P35232	295046.53125	184623.34375	144950.65625	126459.4765625	283016.5625	121373.65625	141791.359375	157143	292040.34375	184581.875	166483	132228.46875
P35268	59824.30078125	69572.2265625	40885.4765625	23203.95703125	48053.01171875	35020.328125	48661.1875	46216.1640625	48495.9296875	55831.5625	35037.1796875	1605.3721923828125
P35527	1215228.125	1475950.5	635835.3125	4247853	1135088.25	2653699.5	2469606	596496.125	3422851.25	827634.8125	488281.375	4866645
P35573	60364.5625	107323.1328125	93254.7421875	2317.9453125	19824.740234375	2363.363525390625	5.600469589233398	4.340784549713135	6.650847434997559	11.33253288269043	8.14612102508545	NaN
P35579	16761.564453125	12135.798828125	17500.962890625	10045.7958984375	19987.75	10168.8310546875	14475.68359375	13370.82421875	14835.5517578125	9818.564453125	24338.177734375	6824.2783203125
P35580	13251.7490234375	3514.134765625	6456.23876953125	4009.710205078125	18914.294921875	7217.650390625	7723.36328125	2248.445068359375	11911.2373046875	2905.98779296875	9465.9658203125	215664.890625
P35613	422303.59375	60605.8046875	64797.4921875	154466.015625	321702.03125	26157.779296875	102791.6796875	159260.078125	255788.53125	61608.91015625	35363.37109375	240063.6875
P35658	22577.50390625	18427.671875	18754.94140625	20797.83984375	30377.0625	15993.232421875	15561.384765625	13444.486328125	29634.38671875	12179.0029296875	16317.33203125	29235.33984375
P35908	1782256.5	967808.625	548416.5625	1228868.625	702241.6875	1465532.125	844910	452704.28125	1115694.375	237001.765625	228277.453125	1528253.25
P35914	136383.71875	NaN	5389.31005859375	NaN	137435.875	NaN	9754.830078125	7476.63037109375	71950.8671875	837.6739501953125	1864.548828125	6186.72021484375
P36406	70633.15625	110133.5078125	72755.2421875	105385.8125	32043.669921875	60026.2890625	87173.328125	38339.78125	65513.98828125	132050.625	21185.6875	102469.2265625
P36578	612550.9375	929577.5	753718.6875	769552.0625	613497.5625	900505.6875	709130.25	827578.125	619872.8125	1083091.125	798353.375	749621.1875
P36871	7997.4189453125	8465.2080078125	8946.080078125	41555	4552.9248046875	5643.74951171875	1300.4696044921875	10410.8203125	83.67560577392578	6433	14869.416015625	3154.777099609375
P36957	31313.611328125	18622.0234375	13698.4638671875	16119.015625	30404.158203125	13217.68359375	3770.002197265625	8458.365234375	17132.953125	4709.5302734375	14232.3642578125	NaN
P38159	131160.015625	380641.8125	371579.28125	749182.4375	94736.5859375	187827.296875	174644.078125	601321.0625	117121.03125	280840.78125	376535.25	728904.25
