PG.ProteinGroups	[1] 2408_UE_34-ORS-A1.raw.PG.Quantity	[2] 2408_UE_35-ORS-B1.raw.PG.Quantity	[3] 2408_UE_36-ORS-C1.raw.PG.Quantity	[4] 2408_UE_37-ORS-D1.raw.PG.Quantity	[5] 2408_UE_39-ORS-A2.raw.PG.Quantity	[6] 2408_UE_40-ORS-B2.raw.PG.Quantity	[7] 2408_UE_41-ORS-C2.raw.PG.Quantity	[8] 2408_UE_42-ORS-D2.raw.PG.Quantity	[9] 2408_UE_44-ORS-A3.raw.PG.Quantity	[10] 2408_UE_45-ORS-B3.raw.PG.Quantity	[11] 2408_UE_47-ORS-C3.raw.PG.Quantity	[12] 2408_UE_49-ORS-D3.raw.PG.Quantity
Q9BSC4	18800.60546875	18313.484375	18551.857421875	20127.052734375	11979.37109375	19427.201171875	10446.841796875	34783.29296875	18259.71484375	18563.947265625	34055.54296875	18812.3671875
Q9BSD7	139335.375	26204.361328125	35632.40625	NaN	100658.7734375	12213.6953125	NaN	NaN	209407.125	NaN	20052.30859375	NaN
Q9BSJ2	5558.55078125	2285.414794921875	4722.6494140625	4415.994140625	9974.9677734375	4465.12451171875	NaN	NaN	5422.86669921875	NaN	3937.404541015625	NaN
Q9BTZ2	438521.53125	11126.7998046875	35175.09375	31892.576171875	295203.15625	10515.0751953125	32534.1640625	30629.2265625	311249.8125	11936.18359375	16670.69921875	45627.9296875
Q9BU76	173491.734375	178323.75	124687.21875	95708.984375	136481.390625	137787.8125	134830.875	88338.0078125	172784.171875	185185.859375	72044.171875	103660.7421875
Q9BUI4	5451.466796875	20496.580078125	11091.32421875	10058.0888671875	5137.8603515625	16488.763671875	5688.63134765625	12963.0869140625	6437.9228515625	14389.6962890625	8355.9765625	21136.3671875
Q9BUZ4	12767.96484375	2380.171142578125	5994.486328125	8533.396484375	14999.7353515625	1610.9927978515625	4044.64453125	8304.3701171875	12000.015625	NaN	3582.814697265625	5313.23876953125
Q9BV73	36745.81640625	253.78097534179688	8983.7431640625	12581.5556640625	21754.708984375	NaN	5881.0830078125	175.516357421875	5522.916015625	NaN	3470.509033203125	NaN
Q9BVI4	5042.7197265625	20158.201171875	16706.888671875	8445.6484375	NaN	14336.072265625	11485.08984375	17548.51171875	1920.4014892578125	6108.48046875	14133.4677734375	NaN
Q9BVJ6	6503.94091796875	19347.060546875	13725.99609375	14443.076171875	6454.5244140625	13670.2880859375	10631.173828125	25887.783203125	7287.3564453125	13519.646484375	19895.439453125	8105.20751953125
Q9BVP2	41199.484375	79470.9375	70376.2109375	72411.796875	47544.1640625	74252.7421875	68577.3203125	82750.640625	46841.28125	60128.6875	69111.7109375	47426.7109375
Q9BW92	34215.0625	22853.73828125	23139.2578125	NaN	30200.6796875	26548.01171875	20031.892578125	14150.552734375	9124.5986328125	18748.08203125	5408.8984375	NaN
Q9BWF3	27241.21875	52971.91015625	30110.06640625	40316.83984375	14643.109375	25941.7421875	14779.021484375	14806.1435546875	5874.1923828125	22558.388671875	19941.03125	15196.474609375
Q9BWT6	237895.421875	426384.25	284361.75	211371.703125	193176.09375	256632.21875	211308.515625	358151.125	138469.484375	290122.78125	235246.890625	193744.140625
Q9BXS5	23926.2734375	16786.740234375	19988.525390625	50540.1015625	25696.82421875	12409.1083984375	10759.1455078125	4797.603515625	24214.708984375	3207.80810546875	12156.240234375	8398.392578125
Q9BXY0	20696.833984375	61138.7578125	35384.75390625	50291.76953125	14610.986328125	30612.123046875	24457.23828125	69700.2734375	9798.2685546875	30590.62890625	42157.0078125	45845.015625
Q9BY44	7421.22705078125	152249.78125	68366.4375	NaN	578.0449829101562	28409.19921875	NaN	NaN	NaN	NaN	59342.52734375	NaN
Q9BY49	398911.78125	21300.548828125	41944.828125	26939.078125	434701.78125	1677.050537109375	60588.87109375	39670.1328125	409860.65625	1606.6171875	19964.087890625	39403.83984375
Q9BYD1	137985.171875	371322.53125	284603.09375	154919.71875	158500.203125	228374.984375	187317.65625	233878.953125	110187.8125	292550.3125	130578.0546875	127744.421875
Q9BYD2	14755.21875	40406.78515625	25464.40625	30663.509765625	12637.78125	19444.82421875	32197.3203125	24476.486328125	19039.8828125	52130.6328125	16503.79296875	47278.0859375
Q9BYD3	57376.79296875	105699.15625	87195.34375	111045.578125	40593.8359375	82446.03125	75418.2578125	72163.296875	59029.7890625	116146.9765625	53631.578125	133709.078125
Q9BYD6	16943.76171875	42842.62890625	30913.388671875	43498.12109375	NaN	25717.10546875	17936.427734375	59012.00390625	14068.7314453125	19200.05078125	9417.2666015625	73257.4921875
Q9BYG3	10195.87109375	44887.28515625	28771.716796875	41080.83984375	6357.3779296875	24530.583984375	23175.423828125	57131.421875	8939.5556640625	28312.2890625	32581.720703125	36475.796875
Q9BYJ9	32731.509765625	31982.736328125	11423.0244140625	8475.220703125	15776.6337890625	13978.533203125	7261.880859375	11096.373046875	6134.92822265625	15877.3037109375	7577.92041015625	3917.822265625
Q9BZE1	27422.146484375	45530.5859375	45755.05078125	68303.3359375	26860.46875	54598.3828125	62019.21875	56432.98046875	33203.62109375	54104.1484375	32771.25390625	57221.66015625
Q9BZE4	71500.46875	148425.078125	109625.0859375	172927.71875	53874.11328125	125635.5859375	114843.6015625	218218.640625	53929.609375	119076.8671875	161116.828125	114969.1328125
Q9BZF1	1741.7900390625	503.45281982421875	1453.3280029296875	1.2126741409301758	1613.2213134765625	582.1277465820312	0.9548383355140686	0.8656901121139526	1179.6116943359375	0.9461457133293152	2594.900146484375	NaN
Q9BZF9	29930.3828125	15196.171875	15726	17142.03515625	26898.375	14506.826171875	13332.10546875	25390.048828125	15537.326171875	11896.4150390625	6866.80322265625	NaN
Q9BZH6	23303.296875	15604.8935546875	18169.119140625	24390.70703125	20470.30859375	19585.68359375	12685.25390625	8144.11669921875	22345.232421875	6853.24658203125	9137.5458984375	18588.41796875
Q9BZJ0	64506.5859375	147464.34375	102312.6015625	70268.6328125	59315.56640625	162284.515625	95214.9921875	81067.125	52435.33203125	152041	81488.296875	61541.40234375
Q9BZL4	16959.482421875	6773.82958984375	3960.167236328125	NaN	8064.76708984375	3066.544677734375	2160.6025390625	3498.50048828125	9521.419921875	2846.800048828125	1569.7685546875	NaN
Q9C030	65574.4453125	44556.265625	62055.984375	41292.58203125	86510.828125	66365.46875	57593.44140625	29495.826171875	97855.3046875	59856.734375	48474.68359375	45171.3984375
Q9GZL7	26030.287109375	50291.28125	50018.4140625	71853.7421875	31843.765625	54328.02734375	50735.14453125	119472.1328125	27602.91015625	52350.94921875	74234.1640625	38616.16796875
Q9GZR7	19002.392578125	35600.59375	23196.9609375	16301.9580078125	16541.01953125	26056.52734375	27391	17046.041015625	8919.3583984375	28538.939453125	24386.599609375	14482.2451171875
Q9GZV8	38977.51953125	61863.72265625	79593.015625	60929.88671875	42514.40234375	65033.62109375	74619.21875	82708.9921875	42906.10546875	69785.1171875	62530.5	55788.484375
Q9GZY0;Q9H1B4	25830.603515625	3747.334228515625	6186.80712890625	NaN	NaN	1552.6280517578125	NaN	NaN	NaN	NaN	9740.4375	NaN
Q9H019	81145.546875	7037.35498046875	8642.9833984375	NaN	17441.806640625	1482.7335205078125	NaN	NaN	10083.859375	NaN	2153.2509765625	21350.763671875
Q9H093	49303.234375	9019.5283203125	17835.18359375	24556.947265625	48103.50390625	7145.6328125	1045.8150634765625	7915.4765625	36675.3984375	3332.924560546875	7606.55078125	NaN
Q9H0A0	6868.81494140625	29196.10546875	17167.779296875	32721.837890625	11898.0732421875	26213.736328125	23600.482421875	30326.37109375	11808.294921875	21653.970703125	51628.35546875	26448.55859375
Q9H0H5	358477.3125	678149.6875	547574.75	709010.125	360115.59375	598076.3125	738727.375	541518.5	391681.53125	844090.75	367358.46875	831444
Q9H0M5	19129.68359375	31075.103515625	27622.74609375	32038.67578125	16358.4697265625	32599.064453125	18771.982421875	20264.58203125	NaN	24379.228515625	18497.10546875	23654.763671875
Q9H0S4	45417.078125	36859.48828125	28949.931640625	9411.654296875	42411.83984375	28003.90234375	12913.232421875	24207.25390625	24847.23046875	12009.9169921875	35267.84765625	7448.96826171875
Q9H2D6	20114.4765625	12504.1298828125	32447.345703125	1306.7445068359375	84144.6875	9779.0849609375	2133.682373046875	4052.6298828125	12744.609375	106855.1484375	3162.957763671875	5230.40087890625
Q9H2G4	19660.025390625	7954.62744140625	7952.1123046875	23532.140625	32419.77734375	8846.439453125	4068.48779296875	12509.216796875	27787.708984375	2122.716064453125	4956.06787109375	34350.55078125
Q9H2U1	3081.775390625	18307.205078125	19548.896484375	36707.30078125	5949.47802734375	25246.314453125	26169.935546875	12407.2958984375	3947.9931640625	27979.986328125	21649.341796875	NaN
Q9H2Y7	78964.765625	47221.296875	69932.3203125	72575.1171875	77206.2421875	39095.45703125	38787.84765625	82358.8203125	43937.37109375	13047.419921875	56022.25390625	87276.8203125
Q9H307	1079184	2295885.75	1269477.875	1026844.9375	1092205.375	2218042.75	1363928.25	1096711.375	1091966.125	2944919	1020376.1875	1573944.625
Q9H3G5	65385.84375	40737.0546875	50446.09765625	32221.5859375	56343.4765625	20596.892578125	24421.185546875	26132.904296875	42385.98046875	14888.1474609375	25520.580078125	36115.9765625
Q9H3P7	3527.495849609375	1078.1861572265625	NaN	NaN	1949.10107421875	521.89990234375	NaN	NaN	1088.851318359375	NaN	2880.39404296875	NaN
Q9H4L4	37069.5078125	13665.0712890625	6497.23583984375	7041.65478515625	21833.83203125	608.7149047851562	4700.10302734375	5365.27099609375	8656.69140625	3914.37353515625	5408.8857421875	NaN
Q9H501	8658.39453125	33504.18359375	11112.9111328125	14167.8515625	9192.5205078125	7650.7646484375	11902.443359375	42879.6015625	6959.78369140625	3438.510986328125	19240.94921875	NaN
Q9H583	81505.4609375	123059.7265625	113806.8046875	223216.84375	94820.7890625	127056.0625	133880.6875	246708.921875	86460.2109375	153007.671875	238797.625	153183.1875
Q9H5Q4	11435.9013671875	25709.728515625	16344.4365234375	926.5151977539062	21046.126953125	15392.5244140625	10480.0791015625	12011.1611328125	6213.82373046875	4413.9765625	7471.0283203125	NaN
Q9H5Z1	24657.296875	29185.146484375	24848.283203125	23904.369140625	22717.23828125	38003.93359375	28577.775390625	21657.177734375	18176.359375	32580.8984375	18840.587890625	22693.611328125
Q9H6R4	7484.0283203125	6846.2900390625	10115.6875	6825.8154296875	7827.2470703125	9651.380859375	11577.208984375	9395.6669921875	7303.1064453125	6686.68896484375	14813.552734375	5274.15234375
Q9H6S0	14421.7587890625	3852.598876953125	10438.044921875	1869.4088134765625	11541.5546875	6852.32373046875	15.166945457458496	NaN	5932.9501953125	NaN	3441.73095703125	NaN
Q9H6W3	1032.7823486328125	10141.861328125	10535.572265625	9666.8720703125	11.725851058959961	15734.5439453125	14879.2763671875	1061.560791015625	16.88929557800293	6371.12109375	5679.76123046875	3033.734619140625
Q9H7B2	27753.9296875	76607.1328125	62898.24609375	91006.8125	29459.728515625	54563.7421875	40783.94921875	82536.265625	35635.29296875	79483.9140625	78400.25	36684.48046875
Q9H857	73585.953125	66668.4921875	68402.1953125	37864.94921875	72050.4921875	87556.203125	61305.14453125	45861.19921875	58809.625	54753.6171875	54981.6796875	27542.19921875
Q9H8H0	19892.462890625	53465.22265625	51233.30078125	75816.9609375	23655.638671875	61262.57421875	46965.15234375	107628.6796875	24227.939453125	55154.59765625	90219.5625	45424.99609375
Q9H8H2	11159.5380859375	16776.115234375	12179.9775390625	16343.9521484375	15787.7412109375	14465.4599609375	23543.8125	8676.0224609375	NaN	23964.623046875	14574.6630859375	2535.00341796875
Q9H9J2	17462.1015625	58264.82421875	44593.04296875	17111.8046875	24387.6875	46608.17578125	28300.65625	31998.78515625	9170.662109375	30525.623046875	20620.01171875	27473.599609375
Q9H9J4	22297.560546875	142782.515625	128429.0859375	10425.9765625	15785.0126953125	109395.3984375	57682.078125	22594.580078125	22295.4375	91698.8984375	61093.62890625	15552.3583984375
Q9H9L3	521.5390625	3521.140869140625	395.0627136230469	NaN	1.3874837160110474	1121.754150390625	NaN	2784.233154296875	NaN	1865.756103515625	1358.4822998046875	NaN
Q9H9Y2	1594.9796142578125	19050.453125	8794.5849609375	15568.3642578125	2307.83349609375	10623.9921875	9931.306640625	27674.908203125	2457.010009765625	21032.70703125	12957.458984375	189356.140625
Q9H9Z2	116728.7421875	320263.375	190842.5	290653.53125	77907.15625	208266.671875	176683.328125	390564.75	86699.0625	272584.1875	155667.5625	286509.625
Q9HAS0	26775.708984375	16445.94921875	18743.0390625	118543.8515625	34720.12109375	17061.28125	NaN	23433.482421875	32599.94140625	NaN	11910.4521484375	24326.8203125
Q9HAU0	4966.3974609375	5957.2744140625	34421.91015625	42717.9453125	26028.79296875	19709.802734375	35211.796875	312.6886901855469	3682.790771484375	264.0177917480469	9764.3515625	NaN
Q9HB71	15764.1083984375	18489.955078125	10907.8076171875	8206.2314453125	16438.51953125	7935.95654296875	11916.6826171875	9543.4833984375	22301.00390625	7492.55419921875	13984.0078125	61909.95703125
Q9HBG4	1063293.75	120386.359375	151125.90625	160621.6875	670418.75	55667.8671875	NaN	139321.390625	593826.375	61672.83984375	102391.5703125	NaN
Q9HC16	9962.0859375	26979.71484375	27251.744140625	33616.05078125	15508.984375	31026.263671875	27933.732421875	65509.671875	15054.697265625	39336.91015625	17832.201171875	19709.9296875
Q9HCD5	8699.6943359375	20060.564453125	21575.599609375	8655.5517578125	3844.428955078125	17574.037109375	3804.3564453125	86.02119445800781	2854.181396484375	9112.1162109375	11417.005859375	NaN
Q9HCE1	1807812.25	3298584.5	2602667.5	3688326	1837397.375	4042876.75	2557519.75	2383480	1889694.875	4046634	2033349.375	3478378.25
Q9HCE3	2563956.25	1273932.375	468206.75	1238584.125	1146867.625	709825.1875	111599.7421875	442858.125	149207.21875	126925.1015625	276339.09375	NaN
Q9HCG8	10685.03125	37725.0625	20695.72265625	9732.595703125	11368.642578125	34218.3046875	10077.044921875	14333.9912109375	9425.99609375	36615.640625	14633.15234375	16429.283203125
Q9HCM4	36355.75	26652.66015625	39342.83203125	60164.13671875	34023.16796875	21458.3515625	43211.11328125	48343.0703125	35327.6875	21637.912109375	29143.025390625	61125.9609375
Q9HCM9	18195.451171875	87142.3671875	28586.564453125	26237.595703125	18216.111328125	82564.1328125	17824.21875	15740.2275390625	14510.681640625	75561.78125	16081.669921875	15682.9267578125
Q9HCS7	31165.703125	91361.25	64676.31640625	66781.6796875	46642.16015625	101497.890625	64902.53515625	68267.4375	35086.671875	102042.2109375	56355.55078125	64047.0234375
Q9HCU5	31703.10546875	7830.55078125	5753.43994140625	NaN	11901.337890625	3820.243896484375	4028.566162109375	4362.30517578125	9155.1689453125	9501.9111328125	2523.512451171875	1254.70703125
Q9HD23	17491.443359375	20405.796875	27713.2734375	9458.533203125	22318.08203125	23461.7421875	16936.9765625	2918.630859375	5723.80029296875	12767.1826171875	23377.66796875	19708.443359375
Q9HD40	360991.9375	261445.390625	224817.390625	324655.0625	415389.25	381617.96875	296929.46875	270865	463248.84375	472047.5625	173855.140625	325581.75
Q9HDB9	53212.5625	84060.125	84194.453125	23244.767578125	56993.75390625	70565.296875	72376.09375	9146.76171875	66790.265625	77926.578125	48351.81640625	22912.970703125
Q9HDC9	64800.7109375	22092.5546875	26545.5625	NaN	54944.83984375	16056.310546875	NaN	250379.0625	21664.3828125	NaN	15239.31640625	NaN
Q9NP64	209705.0625	122373.859375	75096.28125	22508.22265625	138030.65625	75413.8046875	27883.109375	29201.427734375	109760.8984375	35219.83984375	42623.4140625	49734.67578125
Q9NP80	25780.95703125	NaN	1688.4757080078125	NaN	25731.54296875	NaN	1532.3111572265625	NaN	25200.123046875	NaN	NaN	NaN
Q9NP81	1.148109793663025	873.5526123046875	502.13519287109375	NaN	2.1801860332489014	1.0096575021743774	2.3322014808654785	2.2043333053588867	2.2435362339019775	NaN	1.273726224899292	NaN
Q9NP92	4922.1279296875	10385.603515625	9545.6279296875	28937.8671875	8133.23681640625	13379.251953125	8938.4775390625	21135.2578125	4748.5400390625	9151.029296875	5864.16845703125	23907.26953125
Q9NPD3	29261.697265625	13905.6787109375	18671.3515625	NaN	22432.5	19715.880859375	NaN	18910.560546875	59569.8203125	NaN	17599.001953125	6926.1826171875
Q9NPH2	18572.359375	10363.1962890625	9941.833984375	6578.11181640625	12717.044921875	11033.4873046875	7995.44580078125	4599.603515625	13912.1474609375	6671.7509765625	12177.5947265625	4589.283203125
Q9NQ35	698692.375	220008.671875	330053.46875	258097.671875	668287.4375	164703.15625	325299.78125	185948.421875	748049.875	265249.375	137252.8125	303383.5625
Q9NQ84	142651.796875	NaN	3394.409423828125	NaN	89299.734375	NaN	NaN	31245.578125	23759.51953125	NaN	7511.2158203125	70273.59375
Q9NQS7	4864.43017578125	5402.01171875	13264.2216796875	19180.1484375	7368.154296875	3304.57373046875	20206.97265625	48281.109375	3.1900124549865723	NaN	18088.375	5182.58837890625
Q9NQT5	31657.013671875	17191.625	5794.32958984375	NaN	1097.137939453125	19104.79296875	17443.21875	87.40825653076172	NaN	20552.814453125	1135.89892578125	NaN
Q9NQZ2	3393.6357421875	6955.966796875	4316.4873046875	15293.9873046875	1839.4007568359375	2579.9619140625	3742.007568359375	10253.158203125	1437.74951171875	4140.859375	5631.9296875	8168.85791015625
Q9NR23	218947.71875	366697.40625	322302.34375	320245.65625	190932.453125	273252.46875	244247.328125	350966.28125	149933.171875	226982.5	217787.484375	344540.125
Q9NR30	89058.3984375	132098.359375	105273.921875	143316.890625	85417.109375	128962.8046875	119717.515625	237424.421875	89090.90625	133465.5625	227325.6875	126626.9375
Q9NR50	21794.744140625	9646.443359375	6918.93212890625	7397.9970703125	20865.203125	5743.6064453125	2448.963134765625	NaN	11720.1474609375	2.4098622798919678	13817.2255859375	NaN
Q9NRG9	248296.96875	20300.2578125	77733.4296875	40440.1484375	254928.171875	27625.337890625	67789.6796875	34316.3828125	255990.34375	20176.189453125	68831.0234375	37612.828125
Q9NRN5	591301.1875	319157.6875	216208.203125	844443.5625	545687.0625	339965.9375	263370.65625	657093.4375	507783.9375	401243.375	111222.4921875	831387.125
Q9NRR5	34046.00390625	35275.0234375	33968.4453125	12608.3759765625	24022.37890625	16953.578125	30837.08984375	12421.828125	40472.16015625	5173.5048828125	10239.0361328125	5584.4541015625
Q9NRX1	7087.6533203125	8613.697265625	26176.986328125	7498.57470703125	NaN	37010.421875	3821.321044921875	4675.47900390625	1258.30224609375	2031.8419189453125	5880.953125	NaN
Q9NRX2	8687.59375	24556.318359375	16996.515625	50435.85546875	19558.52734375	9850.9248046875	12392.21484375	1630.96240234375	5.802278995513916	10238.078125	8042.3857421875	22857.19921875
Q9NUI1	706994.8125	36749.640625	144949.96875	115537.109375	699722.625	49401.078125	148735.890625	80170.53125	676914.75	40335.33984375	97136.9921875	100820.1171875
Q9NUL3	45830.57421875	52751.54296875	42820.34765625	29558.6015625	15114.8408203125	33371.5390625	34163.12890625	29301.802734375	4920.40966796875	45408.09375	14965.5576171875	33757.140625
Q9NUL5	28504.697265625	74613.96875	51080.6875	170450.171875	20671.09375	35946.64453125	86121.8828125	67184.4765625	12484.7939453125	50230.89453125	14426.5400390625	74342.4921875
Q9NUL7	155.61309814453125	17840.43359375	12175.6953125	19333.830078125	51.09690475463867	11602.95703125	11871.3359375	13828.150390625	938.49755859375	14164.541015625	7489.36328125	14510.611328125
Q9NUZ1	187511.453125	8770.392578125	40841.5546875	NaN	215328.21875	7975.93798828125	37004.71484375	38909.35546875	141175.71875	15584.1474609375	22276.390625	64777.53125
Q9NV06	22518.607421875	20849.91015625	33537.53125	59731.65625	15818.2509765625	29758.330078125	48417.28515625	119689.3515625	12455.7783203125	55072.97265625	48974.03125	73887.6015625
Q9NVI7	143012.046875	59072.91796875	87418.7265625	80985.78125	124471.6875	63199.62109375	47678.36328125	30598.697265625	145991.671875	51727.5625	99568.25	11883.0546875
Q9NVP1	29870.380859375	57046.05078125	43371.5625	34227.91015625	21046.041015625	44282.78125	34564.8671875	74480.15625	14176.8876953125	48366.3125	80861.453125	14311.4541015625
Q9NVX2	12.638891220092773	16016.10546875	9359.892578125	788.7099609375	32.090476989746094	4940.751953125	2997.745361328125	3699.26416015625	9.445521354675293	3421.5869140625	3520.743896484375	2.4592716693878174
Q9NW13	11286.2451171875	23336.904296875	26788.51953125	29413.681640625	9971.0546875	23939.322265625	24110.8515625	47171.39453125	9641.2861328125	16200.748046875	31168.302734375	14980.505859375
Q9NW64	22646.916015625	54591.43359375	34906.64453125	36998.5078125	16542.869140625	40195.77734375	38275.7578125	33885.48828125	20606.27734375	54835.90234375	26561.06640625	32222.9453125
Q9NWB6	37734.1015625	57115.30859375	25384.869140625	NaN	43425.47265625	53248.1484375	13169.90625	5668.298828125	44227.6015625	25414.84375	29227.134765625	NaN
Q9NWH9	23501.634765625	30039.078125	10506.119140625	22323.640625	8858.0986328125	16294.69921875	13315.8447265625	13284.064453125	3860.20068359375	8922.806640625	11004.28515625	NaN
Q9NWU5	35838.83203125	282175.21875	105496.25	32644.630859375	1066.654541015625	19596.396484375	24428.83984375	20440.951171875	12485.8779296875	34433.88671875	839.0637817382812	25480.01953125
Q9NX20	15808.119140625	13337.1416015625	19585.916015625	64343.26171875	34237.25	16730.671875	30569.091796875	45531.328125	24092.595703125	29435.11328125	17709.587890625	50068.80078125
Q9NX24	12427.9384765625	36975.51953125	22288.017578125	9941.7978515625	472572.59375	467368.75	16577.697265625	18395.50390625	3507.197998046875	19042.51171875	144569.0625	29367.181640625
Q9NY12	24566.001953125	45590.16796875	25717.056640625	8713.8115234375	26328.37109375	53415.703125	NaN	NaN	8517.2861328125	13799.4189453125	19848.91015625	NaN
Q9NY47	85429.6640625	16104.46484375	17599.236328125	177.38511657714844	86552.0625	7405.7880859375	18448.244140625	14122.7568359375	76133.3515625	NaN	7583.71533203125	19505.1953125
Q9NY61	1491.1075439453125	6026.7744140625	3798.42822265625	8824.9697265625	NaN	2253.696533203125	3422.775390625	14684.6728515625	1692.6649169921875	1658.196533203125	4209.22265625	NaN
Q9NY93	5177.40576171875	13285.0302734375	13574.5224609375	29430.396484375	2650.325927734375	14776.0322265625	12637.0068359375	32916.2578125	3975.23876953125	19789.65234375	25266.3984375	18966.953125
Q9NYF8	78283.390625	368961.3125	113999.390625	66077.078125	77800.515625	187354.921875	97138.03125	88233.0390625	59295.24609375	242471.265625	72490.2734375	62567.65234375
Q9NYH9	25250.873046875	35123.5078125	32073.11328125	41203.6875	19543.0703125	27050.478515625	43470.265625	72372.4609375	9170.4970703125	29918.943359375	51707.08984375	36945.92578125
Q9NYK5	8853.740234375	64901.0078125	50511.0546875	49576.17578125	11884.630859375	48627.4921875	32737.12890625	33040.15234375	8835.7470703125	51949.40234375	26671.09375	55902.34375
Q9NYP9	3904.250244140625	9950.41015625	70097.0625	75366.1171875	NaN	7418.23388671875	37754.04296875	30484.173828125	NaN	19392.275390625	23444.818359375	43758.171875
Q9NYU2	22214.802734375	15078.537109375	15022.748046875	NaN	24056.650390625	22310.482421875	6.559976577758789	NaN	70744.171875	NaN	15460.5458984375	NaN
Q9NYY8	8523.408203125	49617.24609375	40600.9140625	20381.083984375	7194.73486328125	59073.7109375	42004.0859375	33165.49609375	4588.42529296875	46337.97265625	24190.5703125	23479.103515625
Q9NZ01	49209.11328125	27893.982421875	23867.802734375	76544.0859375	40108.48828125	21682.974609375	17543.525390625	55399.45703125	12681.8671875	12155.14453125	25228.490234375	51631.609375
Q9NZH0	198288.625	21272.01953125	13732.279296875	26048.91015625	120495.75	2567.69921875	32069.83203125	54510.19921875	244669.453125	NaN	22516.53515625	2229.760009765625
Q9NZI8	402047.71875	855555.0625	668596.4375	894580.625	424029.5625	738293.1875	684786.8125	778980.875	375296.40625	786990.5	393088.21875	978871.5625
Q9NZL9	102327.703125	9326.95703125	843.7532348632812	NaN	722.6854248046875	117064.53125	NaN	NaN	43888.0703125	NaN	870.595458984375	NaN
Q9NZM5	3256.2724609375	15429.52734375	13732.6669921875	14977.69921875	1281.04931640625	11877.9716796875	17882.3125	19079.17578125	7257.56298828125	14539.9560546875	11604.3388671875	6827.4755859375
Q9NZT1	47815.8125	16865.134765625	3610.915771484375	5619.7919921875	NaN	6026.3994140625	3106.667724609375	5489.3212890625	5917.146484375	2522.720947265625	642.0057983398438	NaN
Q9P015	31454.751953125	72414.8515625	58258.10546875	74726.8203125	28871.755859375	55018.328125	62629.79296875	64702.828125	35827.5234375	73945.1875	42606.8515625	120079.2109375
Q9P0V3	642335.4375	124549.5234375	176808.4375	172617.828125	751681.625	147226.25	221522.34375	134494.640625	721058.6875	132339.90625	131612.421875	147322.9375
Q9P0W8	2594.8173828125	1730.7330322265625	1466.05859375	768705.6875	109880.9453125	137492.984375	515656.84375	175432.546875	266300.25	197349.296875	30556.208984375	476962.53125
Q9P0Z9	4526705.5	169078.46875	574221.125	596992.1875	4118058	171751.890625	546672.125	398112.90625	4111804.25	195750.125	368835.09375	501118.46875
Q9P1Y6	1.0350431203842163	19637.5859375	6880.25244140625	NaN	2367.863037109375	10752.3583984375	4395.03759765625	3500.501953125	5677.44189453125	15424.662109375	3660.66845703125	NaN
Q9P258	76870.1640625	61364.484375	51056.30859375	51462.9140625	72188.7890625	62405.28515625	48244.125	43651.6484375	59971.20703125	63448.8671875	94645.9609375	39538.03125
Q9P291	4657.580078125	13009.3076171875	9339.6826171875	NaN	6197.64892578125	11873.1630859375	NaN	NaN	NaN	3439.959228515625	24751.068359375	NaN
Q9P2E2	271988.96875	526870.9375	106231.8203125	122242.4921875	269269	323495.90625	25828.2265625	82623.8046875	252725.09375	NaN	109629.90625	12682.978515625
Q9P2F5	23476.537109375	4311.0986328125	14953.431640625	20506.962890625	34426.51953125	5119.6630859375	10033.056640625	9003.859375	28108.837890625	2590.75439453125	7404.71826171875	10313.6943359375
Q9P2J5	12555.287109375	4617.7353515625	8111.09423828125	6070.56005859375	11279.8564453125	7608.50439453125	10031.59375	3876.760009765625	9045.03125	3940.37890625	19797.01953125	6550.0693359375
Q9P2M7	80111.7421875	14478.068359375	53439.66015625	85623.8125	58222.10546875	10026.6513671875	55327.078125	70782.5234375	64733.453125	5978.8974609375	46972.859375	72185.375
Q9UBB9	673.1981201171875	10153.25390625	4924.31005859375	NaN	5690.4091796875	14166.6689453125	80.12483215332031	20.13442039489746	2362.2109375	19264.568359375	8442.7265625	NaN
Q9UBC3	302305.0625	403557.5625	425198.28125	975241.6875	340407.25	380292.9375	436986.5625	1823498.5	303099.75	381224.09375	1060828.25	627349
Q9UBM7	8457.83203125	1139.4215087890625	3378.463134765625	NaN	4285.74609375	1178.1536865234375	2325.620361328125	2341.095703125	8447.4052734375	2920.968505859375	5478.1865234375	NaN
Q9UDR5	32990.5078125	22756.369140625	20634.046875	6505.24658203125	30893.265625	15372.080078125	10961.3056640625	9110.7705078125	22445.98828125	14230.5361328125	18869.4375	13535.8818359375
Q9UDV6	157047.71875	55557.6640625	83345.2109375	103183.1796875	124925.53125	52732.38671875	71135.96875	102809.6953125	144580.71875	66134.6953125	51614.43359375	115601.9375
Q9UDY2	48559.3203125	20451.6640625	26043.908203125	24416.599609375	41077.65625	14848.0830078125	19805.009765625	27343.822265625	30984.87890625	13063.615234375	19424.5	17314.1484375
Q9UFH2	37182.04296875	24671.205078125	36640.58984375	NaN	39204.3203125	42196.99609375	NaN	17496.8046875	151489.703125	326525.3125	39803.375	NaN
Q9UFN0	14515.306640625	15650.921875	99810.984375	3580.4892578125	9726.890625	5788.93603515625	3074.6884765625	8107.14501953125	4698.01611328125	4851.9453125	1664.1746826171875	6670.31982421875
Q9UGP8	19056.205078125	14014.01953125	13237.611328125	4301.6865234375	23191.201171875	8558.98828125	5190.4619140625	9790.08984375	9717.568359375	8752.5927734375	15061.6611328125	2001.3955078125
